comp, swap, thresh, size, cpu_time, -->, time
1200000, 0, 240, 121, 0.005931, -->, 0.010s
4320000, 0, -1, 121, 0.126320, -->, 0.131s
1200000, 0, 240, 121, 0.006209, -->, 0.010s
4320000, 0, -1, 121, 0.126437, -->, 0.131s
1200000, 0, 240, 121, 0.005829, -->, 0.010s
4320000, 0, -1, 121, 0.130652, -->, 0.133s
1200000, 0, 240, 121, 0.005448, -->, 0.010s
4320000, 0, -1, 121, 0.129769, -->, 0.135s
1200000, 0, 240, 121, 0.007034, -->, 0.010s
4320000, 0, -1, 121, 0.127012, -->, 0.130s
1200000, 0, 240, 121, 0.007275, -->, 0.010s
4320000, 0, -1, 121, 0.131241, -->, 0.133s
1200000, 0, 240, 121, 0.004647, -->, 0.010s
4320000, 0, -1, 121, 0.125584, -->, 0.131s
1200000, 0, 240, 121, 0.006916, -->, 0.010s
4320000, 0, -1, 121, 0.131224, -->, 0.134s
 
1190000, 0, 240, 120, 0.006000, -->, 0.011s
4280000, 0, -1, 120, 0.128234, -->, 0.130s
1190000, 0, 240, 120, 0.006209, -->, 0.010s
4280000, 0, -1, 120, 0.126916, -->, 0.131s
1190000, 0, 240, 120, 0.008060, -->, 0.010s
4280000, 0, -1, 120, 0.128465, -->, 0.130s
1190000, 0, 240, 120, 0.005218, -->, 0.010s
4280000, 0, -1, 120, 0.126095, -->, 0.129s
1190000, 0, 240, 120, 0.006537, -->, 0.010s
4280000, 0, -1, 120, 0.122983, -->, 0.128s
1190000, 0, 240, 120, 0.005604, -->, 0.010s
4280000, 0, -1, 120, 0.129590, -->, 0.133s
1190000, 0, 240, 120, 0.007658, -->, 0.010s
4280000, 0, -1, 120, 0.124175, -->, 0.128s
1190000, 0, 240, 120, 0.006719, -->, 0.009s
4280000, 0, -1, 120, 0.127339, -->, 0.133s
1190000, 0, 240, 120, 0.006131, -->, 0.010s
4280000, 0, -1, 120, 0.126405, -->, 0.130s
1190000, 0, 240, 120, 0.007533, -->, 0.011s
4280000, 0, -1, 120, 0.126641, -->, 0.131s
 
1180000, 0, 240, 119, 0.008520, -->, 0.011s
4260000, 0, -1, 119, 0.123282, -->, 0.128s
1180000, 0, 240, 119, 0.008194, -->, 0.010s
4260000, 0, -1, 119, 0.124539, -->, 0.128s
1180000, 0, 240, 119, 0.006084, -->, 0.009s
4260000, 0, -1, 119, 0.130850, -->, 0.134s
1180000, 0, 240, 119, 0.007690, -->, 0.010s
4260000, 0, -1, 119, 0.124367, -->, 0.128s
1180000, 0, 240, 119, 0.007380, -->, 0.010s
4260000, 0, -1, 119, 0.123992, -->, 0.129s
1180000, 0, 240, 119, 0.007318, -->, 0.010s
4260000, 0, -1, 119, 0.127872, -->, 0.133s
1180000, 0, 240, 119, 0.007481, -->, 0.009s
4260000, 0, -1, 119, 0.124026, -->, 0.129s
1180000, 0, 240, 119, 0.006755, -->, 0.010s
4260000, 0, -1, 119, 0.123315, -->, 0.128s
1180000, 0, 240, 119, 0.007329, -->, 0.010s
4260000, 0, -1, 119, 0.124060, -->, 0.128s
1180000, 0, 240, 119, 0.007210, -->, 0.010s
4260000, 0, -1, 119, 0.128053, -->, 0.132s
 
1170000, 0, 240, 118, 0.005555, -->, 0.010s
4230000, 0, -1, 118, 0.124488, -->, 0.127s
1170000, 0, 240, 118, 0.006267, -->, 0.010s
4230000, 0, -1, 118, 0.126552, -->, 0.130s
1170000, 0, 240, 118, 0.005977, -->, 0.009s
4230000, 0, -1, 118, 0.122715, -->, 0.128s
1170000, 0, 240, 118, 0.007701, -->, 0.009s
4230000, 0, -1, 118, 0.124594, -->, 0.128s
1170000, 0, 240, 118, 0.008349, -->, 0.011s
4230000, 0, -1, 118, 0.128002, -->, 0.131s
1170000, 0, 240, 118, 0.007879, -->, 0.010s
4230000, 0, -1, 118, 0.128156, -->, 0.133s
1170000, 0, 240, 118, 0.004678, -->, 0.010s
4230000, 0, -1, 118, 0.128971, -->, 0.134s
1170000, 0, 240, 118, 0.004664, -->, 0.009s
4230000, 0, -1, 118, 0.125983, -->, 0.128s
1170000, 0, 240, 118, 0.007831, -->, 0.010s
4230000, 0, -1, 118, 0.124758, -->, 0.128s
1170000, 0, 240, 118, 0.008092, -->, 0.010s
4230000, 0, -1, 118, 0.124107, -->, 0.128s
 
1160000, 0, 240, 117, 0.009706, -->, 0.011s
4200000, 0, -1, 117, 0.119602, -->, 0.125s
1160000, 0, 240, 117, 0.008187, -->, 0.010s
4200000, 0, -1, 117, 0.132270, -->, 0.135s
1160000, 0, 240, 117, 0.006179, -->, 0.010s
4200000, 0, -1, 117, 0.122195, -->, 0.127s
1160000, 0, 240, 117, 0.005743, -->, 0.010s
4200000, 0, -1, 117, 0.126569, -->, 0.130s
1160000, 0, 240, 117, 0.008216, -->, 0.010s
4200000, 0, -1, 117, 0.120963, -->, 0.126s
1160000, 0, 240, 117, 0.005581, -->, 0.011s
4200000, 0, -1, 117, 0.121117, -->, 0.126s
1160000, 0, 240, 117, 0.007918, -->, 0.010s
4200000, 0, -1, 117, 0.124438, -->, 0.128s
1160000, 0, 240, 117, 0.004709, -->, 0.010s
4200000, 0, -1, 117, 0.125363, -->, 0.127s
1160000, 0, 240, 117, 0.007512, -->, 0.010s
4200000, 0, -1, 117, 0.122936, -->, 0.128s
1160000, 0, 240, 117, 0.006925, -->, 0.012s
4200000, 0, -1, 117, 0.143076, -->, 0.145s
 
1150000, 0, 240, 116, 0.012814, -->, 0.018s
4160000, 0, -1, 116, 0.143929, -->, 0.149s
1150000, 0, 240, 116, 0.008175, -->, 0.011s
4160000, 0, -1, 116, 0.141390, -->, 0.146s
1150000, 0, 240, 116, 0.007292, -->, 0.018s
4160000, 0, -1, 116, 0.147385, -->, 0.150s
1150000, 0, 240, 116, 0.008875, -->, 0.013s
4160000, 0, -1, 116, 0.164441, -->, 0.169s
1150000, 0, 240, 116, 0.010150, -->, 0.013s
4160000, 0, -1, 116, 0.141857, -->, 0.146s
1150000, 0, 240, 116, 0.006281, -->, 0.011s
4160000, 0, -1, 116, 0.136875, -->, 0.139s
1150000, 0, 240, 116, 0.006241, -->, 0.010s
4160000, 0, -1, 116, 0.128858, -->, 0.134s
1150000, 0, 240, 116, 0.008423, -->, 0.010s
4160000, 0, -1, 116, 0.132249, -->, 0.134s
1150000, 0, 240, 116, 0.008281, -->, 0.010s
4160000, 0, -1, 116, 0.124419, -->, 0.127s
1150000, 0, 240, 116, 0.006953, -->, 0.010s
4160000, 0, -1, 116, 0.123178, -->, 0.129s
 
1140000, 0, 240, 115, 0.004618, -->, 0.009s
4130000, 0, -1, 115, 0.120832, -->, 0.126s
1140000, 0, 240, 115, 0.006872, -->, 0.010s
4130000, 0, -1, 115, 0.123732, -->, 0.128s
1140000, 0, 240, 115, 0.008536, -->, 0.010s
4130000, 0, -1, 115, 0.123737, -->, 0.128s
1140000, 0, 240, 115, 0.007639, -->, 0.009s
4130000, 0, -1, 115, 0.128167, -->, 0.132s
1140000, 0, 240, 115, 0.006260, -->, 0.011s
4130000, 0, -1, 115, 0.121615, -->, 0.124s
1140000, 0, 240, 115, 0.005676, -->, 0.009s
4130000, 0, -1, 115, 0.122195, -->, 0.127s
1140000, 0, 240, 115, 0.005881, -->, 0.010s
4130000, 0, -1, 115, 0.122632, -->, 0.127s
1140000, 0, 240, 115, 0.004631, -->, 0.010s
4130000, 0, -1, 115, 0.120966, -->, 0.123s
1140000, 0, 240, 115, 0.005527, -->, 0.010s
4130000, 0, -1, 115, 0.122187, -->, 0.125s
1140000, 0, 240, 115, 0.004379, -->, 0.009s
4130000, 0, -1, 115, 0.121292, -->, 0.126s
 
1130000, 0, 240, 114, 0.007606, -->, 0.010s
4090000, 0, -1, 114, 0.122953, -->, 0.127s
1130000, 0, 240, 114, 0.007640, -->, 0.010s
4090000, 0, -1, 114, 0.120061, -->, 0.125s
1130000, 0, 240, 114, 0.007624, -->, 0.010s
4090000, 0, -1, 114, 0.119963, -->, 0.124s
1130000, 0, 240, 114, 0.007767, -->, 0.009s
4090000, 0, -1, 114, 0.120418, -->, 0.125s
1130000, 0, 240, 114, 0.007566, -->, 0.010s
4090000, 0, -1, 114, 0.120477, -->, 0.124s
1130000, 0, 240, 114, 0.007083, -->, 0.009s
4090000, 0, -1, 114, 0.119348, -->, 0.124s
1130000, 0, 240, 114, 0.004804, -->, 0.009s
4090000, 0, -1, 114, 0.121789, -->, 0.126s
1130000, 0, 240, 114, 0.004330, -->, 0.009s
4090000, 0, -1, 114, 0.125007, -->, 0.129s
1130000, 0, 240, 114, 0.007846, -->, 0.011s
4090000, 0, -1, 114, 0.120345, -->, 0.122s
1130000, 0, 240, 114, 0.006335, -->, 0.012s
4090000, 0, -1, 114, 0.117045, -->, 0.122s
 
1120000, 0, 240, 113, 0.008323, -->, 0.010s
4050000, 0, -1, 113, 0.119551, -->, 0.124s
1120000, 0, 240, 113, 0.004679, -->, 0.009s
4050000, 0, -1, 113, 0.121524, -->, 0.124s
1120000, 0, 240, 113, 0.006945, -->, 0.009s
4050000, 0, -1, 113, 0.119798, -->, 0.125s
1120000, 0, 240, 113, 0.007397, -->, 0.009s
4050000, 0, -1, 113, 0.120773, -->, 0.124s
1120000, 0, 240, 113, 0.007904, -->, 0.010s
4050000, 0, -1, 113, 0.124049, -->, 0.127s
1120000, 0, 240, 113, 0.007937, -->, 0.011s
4050000, 0, -1, 113, 0.122816, -->, 0.125s
1120000, 0, 240, 113, 0.006209, -->, 0.009s
4050000, 0, -1, 113, 0.118859, -->, 0.122s
1120000, 0, 240, 113, 0.007490, -->, 0.010s
4050000, 0, -1, 113, 0.119904, -->, 0.122s
1120000, 0, 240, 113, 0.005791, -->, 0.009s
4050000, 0, -1, 113, 0.118543, -->, 0.123s
1120000, 0, 240, 113, 0.007093, -->, 0.009s
4050000, 0, -1, 113, 0.123938, -->, 0.127s
 
1110000, 0, 240, 112, 0.005805, -->, 0.010s
4000000, 0, -1, 112, 0.117358, -->, 0.121s
1110000, 0, 240, 112, 0.007378, -->, 0.011s
4000000, 0, -1, 112, 0.114710, -->, 0.120s
1110000, 0, 240, 112, 0.004156, -->, 0.009s
4000000, 0, -1, 112, 0.120911, -->, 0.124s
1110000, 0, 240, 112, 0.007999, -->, 0.009s
4000000, 0, -1, 112, 0.120722, -->, 0.124s
1110000, 0, 240, 112, 0.004811, -->, 0.009s
4000000, 0, -1, 112, 0.117414, -->, 0.121s
1110000, 0, 240, 112, 0.005414, -->, 0.010s
4000000, 0, -1, 112, 0.117431, -->, 0.121s
1110000, 0, 240, 112, 0.007754, -->, 0.010s
4000000, 0, -1, 112, 0.124754, -->, 0.127s
1110000, 0, 240, 112, 0.006498, -->, 0.009s
4000000, 0, -1, 112, 0.119586, -->, 0.122s
1110000, 0, 240, 112, 0.005288, -->, 0.010s
4000000, 0, -1, 112, 0.114080, -->, 0.119s
1110000, 0, 240, 112, 0.004835, -->, 0.010s
4000000, 0, -1, 112, 0.117484, -->, 0.121s
 
1100000, 0, 240, 111, 0.004819, -->, 0.009s
3980000, 0, -1, 111, 0.116714, -->, 0.119s
1100000, 0, 240, 111, 0.005114, -->, 0.009s
3980000, 0, -1, 111, 0.114016, -->, 0.119s
1100000, 0, 240, 111, 0.006670, -->, 0.009s
3980000, 0, -1, 111, 0.115580, -->, 0.119s
1100000, 0, 240, 111, 0.004454, -->, 0.009s
3980000, 0, -1, 111, 0.121354, -->, 0.124s
1100000, 0, 240, 111, 0.005414, -->, 0.009s
3980000, 0, -1, 111, 0.121638, -->, 0.125s
1100000, 0, 240, 111, 0.007138, -->, 0.009s
3980000, 0, -1, 111, 0.119599, -->, 0.122s
1100000, 0, 240, 111, 0.006081, -->, 0.009s
3980000, 0, -1, 111, 0.119256, -->, 0.123s
1100000, 0, 240, 111, 0.004068, -->, 0.009s
3980000, 0, -1, 111, 0.124719, -->, 0.126s
1100000, 0, 240, 111, 0.007459, -->, 0.009s
3980000, 0, -1, 111, 0.116543, -->, 0.120s
1100000, 0, 240, 111, 0.006371, -->, 0.009s
3980000, 0, -1, 111, 0.115043, -->, 0.120s
 
1090000, 0, 240, 110, 0.006198, -->, 0.011s
3950000, 0, -1, 110, 0.116866, -->, 0.122s
1090000, 0, 240, 110, 0.006817, -->, 0.009s
3950000, 0, -1, 110, 0.119739, -->, 0.124s
1090000, 0, 240, 110, 0.006904, -->, 0.010s
3950000, 0, -1, 110, 0.119036, -->, 0.121s
1090000, 0, 240, 110, 0.006785, -->, 0.009s
3950000, 0, -1, 110, 0.119659, -->, 0.123s
1090000, 0, 240, 110, 0.005828, -->, 0.009s
3950000, 0, -1, 110, 0.118983, -->, 0.121s
1090000, 0, 240, 110, 0.005569, -->, 0.009s
3950000, 0, -1, 110, 0.118900, -->, 0.124s
1090000, 0, 240, 110, 0.005435, -->, 0.009s
3950000, 0, -1, 110, 0.122361, -->, 0.128s
1090000, 0, 240, 110, 0.005525, -->, 0.009s
3950000, 0, -1, 110, 0.114318, -->, 0.118s
1090000, 0, 240, 110, 0.004588, -->, 0.009s
3950000, 0, -1, 110, 0.121915, -->, 0.124s
1090000, 0, 240, 110, 0.006931, -->, 0.009s
3950000, 0, -1, 110, 0.116204, -->, 0.121s
 
1080000, 0, 240, 109, 0.005734, -->, 0.009s
3920000, 0, -1, 109, 0.114214, -->, 0.117s
1080000, 0, 240, 109, 0.006252, -->, 0.009s
3920000, 0, -1, 109, 0.114953, -->, 0.117s
1080000, 0, 240, 109, 0.005519, -->, 0.009s
3920000, 0, -1, 109, 0.114646, -->, 0.118s
1080000, 0, 240, 109, 0.007374, -->, 0.009s
3920000, 0, -1, 109, 0.116400, -->, 0.121s
1080000, 0, 240, 109, 0.004766, -->, 0.009s
3920000, 0, -1, 109, 0.113680, -->, 0.118s
1080000, 0, 240, 109, 0.005452, -->, 0.009s
3920000, 0, -1, 109, 0.118074, -->, 0.121s
1080000, 0, 240, 109, 0.006530, -->, 0.009s
3920000, 0, -1, 109, 0.116556, -->, 0.125s
1080000, 0, 240, 109, 0.005222, -->, 0.009s
3920000, 0, -1, 109, 0.122793, -->, 0.125s
1080000, 0, 240, 109, 0.005472, -->, 0.009s
3920000, 0, -1, 109, 0.114571, -->, 0.118s
1080000, 0, 240, 109, 0.004715, -->, 0.009s
3920000, 0, -1, 109, 0.120657, -->, 0.124s
 
1070000, 0, 240, 108, 0.005341, -->, 0.009s
3880000, 0, -1, 108, 0.113495, -->, 0.118s
1070000, 0, 240, 108, 0.007423, -->, 0.009s
3880000, 0, -1, 108, 0.112602, -->, 0.117s
1070000, 0, 240, 108, 0.007333, -->, 0.010s
3880000, 0, -1, 108, 0.115740, -->, 0.119s
1070000, 0, 240, 108, 0.004629, -->, 0.009s
3880000, 0, -1, 108, 0.113982, -->, 0.118s
1070000, 0, 240, 108, 0.004304, -->, 0.009s
3880000, 0, -1, 108, 0.113526, -->, 0.119s
1070000, 0, 240, 108, 0.006875, -->, 0.009s
3880000, 0, -1, 108, 0.115685, -->, 0.119s
1070000, 0, 240, 108, 0.004712, -->, 0.009s
3880000, 0, -1, 108, 0.125042, -->, 0.129s
1070000, 0, 240, 108, 0.004365, -->, 0.009s
3880000, 0, -1, 108, 0.113452, -->, 0.116s
1070000, 0, 240, 108, 0.004991, -->, 0.009s
3880000, 0, -1, 108, 0.114055, -->, 0.117s
1070000, 0, 240, 108, 0.007069, -->, 0.009s
3880000, 0, -1, 108, 0.115836, -->, 0.117s
 
1060000, 0, 240, 107, 0.004124, -->, 0.009s
3850000, 0, -1, 107, 0.116482, -->, 0.119s
1060000, 0, 240, 107, 0.005146, -->, 0.009s
3850000, 0, -1, 107, 0.113905, -->, 0.117s
1060000, 0, 240, 107, 0.004141, -->, 0.010s
3850000, 0, -1, 107, 0.124450, -->, 0.128s
1060000, 0, 240, 107, 0.004963, -->, 0.009s
3850000, 0, -1, 107, 0.113740, -->, 0.116s
1060000, 0, 240, 107, 0.005662, -->, 0.009s
3850000, 0, -1, 107, 0.114810, -->, 0.118s
1060000, 0, 240, 107, 0.006311, -->, 0.009s
3850000, 0, -1, 107, 0.119286, -->, 0.123s
1060000, 0, 240, 107, 0.004236, -->, 0.009s
3850000, 0, -1, 107, 0.117391, -->, 0.119s
1060000, 0, 240, 107, 0.006413, -->, 0.009s
3850000, 0, -1, 107, 0.111725, -->, 0.117s
1060000, 0, 240, 107, 0.007185, -->, 0.010s
3850000, 0, -1, 107, 0.113236, -->, 0.116s
1060000, 0, 240, 107, 0.006636, -->, 0.010s
3850000, 0, -1, 107, 0.114759, -->, 0.118s
 
1050000, 0, 240, 106, 0.005779, -->, 0.011s
3810000, 0, -1, 106, 0.116598, -->, 0.121s
1050000, 0, 240, 106, 0.007675, -->, 0.009s
3810000, 0, -1, 106, 0.112615, -->, 0.115s
1050000, 0, 240, 106, 0.006588, -->, 0.009s
3810000, 0, -1, 106, 0.111628, -->, 0.116s
1050000, 0, 240, 106, 0.004168, -->, 0.009s
3810000, 0, -1, 106, 0.109607, -->, 0.115s
1050000, 0, 240, 106, 0.007438, -->, 0.009s
3810000, 0, -1, 106, 0.112614, -->, 0.115s
1050000, 0, 240, 106, 0.007354, -->, 0.009s
3810000, 0, -1, 106, 0.112611, -->, 0.118s
1050000, 0, 240, 106, 0.009745, -->, 0.013s
3810000, 0, -1, 106, 0.115065, -->, 0.117s
1050000, 0, 240, 106, 0.005423, -->, 0.009s
3810000, 0, -1, 106, 0.118417, -->, 0.122s
1050000, 0, 240, 106, 0.007340, -->, 0.009s
3810000, 0, -1, 106, 0.112506, -->, 0.116s
1050000, 0, 240, 106, 0.005728, -->, 0.009s
3810000, 0, -1, 106, 0.119154, -->, 0.123s
 
1040000, 0, 240, 105, 0.006547, -->, 0.010s
3770000, 0, -1, 105, 0.110280, -->, 0.115s
1040000, 0, 240, 105, 0.007319, -->, 0.009s
3770000, 0, -1, 105, 0.112541, -->, 0.117s
1040000, 0, 240, 105, 0.006175, -->, 0.010s
3770000, 0, -1, 105, 0.114340, -->, 0.118s
1040000, 0, 240, 105, 0.003837, -->, 0.009s
3770000, 0, -1, 105, 0.117413, -->, 0.123s
1040000, 0, 240, 105, 0.004348, -->, 0.009s
3770000, 0, -1, 105, 0.113678, -->, 0.115s
1040000, 0, 240, 105, 0.005663, -->, 0.009s
3770000, 0, -1, 105, 0.115467, -->, 0.118s
1040000, 0, 240, 105, 0.004894, -->, 0.009s
3770000, 0, -1, 105, 0.109815, -->, 0.115s
1040000, 0, 240, 105, 0.006055, -->, 0.009s
3770000, 0, -1, 105, 0.115377, -->, 0.117s
1040000, 0, 240, 105, 0.003869, -->, 0.009s
3770000, 0, -1, 105, 0.109248, -->, 0.113s
1040000, 0, 240, 105, 0.004713, -->, 0.009s
3770000, 0, -1, 105, 0.125207, -->, 0.128s
 
1030000, 0, 240, 104, 0.007778, -->, 0.010s
3720000, 0, -1, 104, 0.121788, -->, 0.124s
1030000, 0, 240, 104, 0.006459, -->, 0.009s
3720000, 0, -1, 104, 0.115468, -->, 0.117s
1030000, 0, 240, 104, 0.004701, -->, 0.009s
3720000, 0, -1, 104, 0.113506, -->, 0.116s
1030000, 0, 240, 104, 0.004638, -->, 0.010s
3720000, 0, -1, 104, 0.113224, -->, 0.116s
1030000, 0, 240, 104, 0.005628, -->, 0.008s
3720000, 0, -1, 104, 0.110820, -->, 0.115s
1030000, 0, 240, 104, 0.004837, -->, 0.009s
3720000, 0, -1, 104, 0.113995, -->, 0.117s
1030000, 0, 240, 104, 0.007196, -->, 0.009s
3720000, 0, -1, 104, 0.112257, -->, 0.115s
1030000, 0, 240, 104, 0.005149, -->, 0.009s
3720000, 0, -1, 104, 0.110443, -->, 0.114s
1030000, 0, 240, 104, 0.003668, -->, 0.009s
3720000, 0, -1, 104, 0.108786, -->, 0.113s
1030000, 0, 240, 104, 0.007124, -->, 0.009s
3720000, 0, -1, 104, 0.112423, -->, 0.116s
 
1020000, 0, 240, 103, 0.006322, -->, 0.009s
3690000, 0, -1, 103, 0.114694, -->, 0.118s
1020000, 0, 240, 103, 0.006237, -->, 0.009s
3690000, 0, -1, 103, 0.107602, -->, 0.112s
1020000, 0, 240, 103, 0.003552, -->, 0.009s
3690000, 0, -1, 103, 0.117151, -->, 0.122s
1020000, 0, 240, 103, 0.006905, -->, 0.009s
3690000, 0, -1, 103, 0.115751, -->, 0.119s
1020000, 0, 240, 103, 0.004560, -->, 0.009s
3690000, 0, -1, 103, 0.109577, -->, 0.114s
1020000, 0, 240, 103, 0.003961, -->, 0.009s
3690000, 0, -1, 103, 0.109639, -->, 0.112s
1020000, 0, 240, 103, 0.004175, -->, 0.008s
3690000, 0, -1, 103, 0.113866, -->, 0.117s
1020000, 0, 240, 103, 0.006049, -->, 0.009s
3690000, 0, -1, 103, 0.111361, -->, 0.113s
1020000, 0, 240, 103, 0.004258, -->, 0.009s
3690000, 0, -1, 103, 0.109823, -->, 0.114s
1020000, 0, 240, 103, 0.004924, -->, 0.009s
3690000, 0, -1, 103, 0.118384, -->, 0.120s
 
1010000, 0, 240, 102, 0.005309, -->, 0.010s
3650000, 0, -1, 102, 0.112328, -->, 0.115s
1010000, 0, 240, 102, 0.005474, -->, 0.008s
3650000, 0, -1, 102, 0.118959, -->, 0.122s
1010000, 0, 240, 102, 0.004944, -->, 0.009s
3650000, 0, -1, 102, 0.106359, -->, 0.112s
1010000, 0, 240, 102, 0.006897, -->, 0.009s
3650000, 0, -1, 102, 0.108344, -->, 0.111s
1010000, 0, 240, 102, 0.007223, -->, 0.009s
3650000, 0, -1, 102, 0.104699, -->, 0.109s
1010000, 0, 240, 102, 0.004397, -->, 0.009s
3650000, 0, -1, 102, 0.109838, -->, 0.112s
1010000, 0, 240, 102, 0.004723, -->, 0.009s
3650000, 0, -1, 102, 0.138132, -->, 0.142s
1010000, 0, 240, 102, 0.006855, -->, 0.009s
3650000, 0, -1, 102, 0.111539, -->, 0.119s
1010000, 0, 240, 102, 0.004824, -->, 0.009s
3650000, 0, -1, 102, 0.114226, -->, 0.116s
1010000, 0, 240, 102, 0.005548, -->, 0.009s
3650000, 0, -1, 102, 0.110953, -->, 0.113s
 
1000000, 0, 240, 101, 0.003904, -->, 0.009s
3610000, 0, -1, 101, 0.108587, -->, 0.111s
1000000, 0, 240, 101, 0.006323, -->, 0.009s
3610000, 0, -1, 101, 0.112201, -->, 0.115s
1000000, 0, 240, 101, 0.004797, -->, 0.009s
3610000, 0, -1, 101, 0.105946, -->, 0.110s
1000000, 0, 240, 101, 0.004382, -->, 0.009s
3610000, 0, -1, 101, 0.113446, -->, 0.116s
1000000, 0, 240, 101, 0.005794, -->, 0.010s
3610000, 0, -1, 101, 0.110097, -->, 0.113s
1000000, 0, 240, 101, 0.008084, -->, 0.010s
3610000, 0, -1, 101, 0.107994, -->, 0.112s
1000000, 0, 240, 101, 0.006076, -->, 0.009s
3610000, 0, -1, 101, 0.103828, -->, 0.109s
1000000, 0, 240, 101, 0.004521, -->, 0.009s
3610000, 0, -1, 101, 0.110389, -->, 0.114s
1000000, 0, 240, 101, 0.006244, -->, 0.009s
3610000, 0, -1, 101, 0.107660, -->, 0.112s
1000000, 0, 240, 101, 0.004751, -->, 0.009s
3610000, 0, -1, 101, 0.110341, -->, 0.114s
 
990000, 0, 240, 100, 0.006217, -->, 0.009s
3560000, 0, -1, 100, 0.110423, -->, 0.114s
990000, 0, 240, 100, 0.005616, -->, 0.009s
3560000, 0, -1, 100, 0.115383, -->, 0.119s
990000, 0, 240, 100, 0.006891, -->, 0.009s
3560000, 0, -1, 100, 0.108682, -->, 0.112s
990000, 0, 240, 100, 0.005914, -->, 0.009s
3560000, 0, -1, 100, 0.107206, -->, 0.112s
990000, 0, 240, 100, 0.003898, -->, 0.009s
3560000, 0, -1, 100, 0.105352, -->, 0.110s
990000, 0, 240, 100, 0.004554, -->, 0.009s
3560000, 0, -1, 100, 0.106449, -->, 0.109s
990000, 0, 240, 100, 0.006602, -->, 0.009s
3560000, 0, -1, 100, 0.108329, -->, 0.110s
990000, 0, 240, 100, 0.005657, -->, 0.010s
3560000, 0, -1, 100, 0.106216, -->, 0.109s
990000, 0, 240, 100, 0.006592, -->, 0.009s
3560000, 0, -1, 100, 0.111905, -->, 0.115s
990000, 0, 240, 100, 0.005646, -->, 0.009s
3560000, 0, -1, 100, 0.106906, -->, 0.109s
 
980000, 0, 240, 99, 0.003647, -->, 0.009s
3520000, 0, -1, 99, 0.103860, -->, 0.108s
980000, 0, 240, 99, 0.005155, -->, 0.010s
3520000, 0, -1, 99, 0.105784, -->, 0.108s
980000, 0, 240, 99, 0.006972, -->, 0.008s
3520000, 0, -1, 99, 0.112819, -->, 0.117s
980000, 0, 240, 99, 0.005374, -->, 0.009s
3520000, 0, -1, 99, 0.102828, -->, 0.107s
980000, 0, 240, 99, 0.004857, -->, 0.008s
3520000, 0, -1, 99, 0.114444, -->, 0.116s
980000, 0, 240, 99, 0.006482, -->, 0.010s
3520000, 0, -1, 99, 0.106763, -->, 0.110s
980000, 0, 240, 99, 0.006812, -->, 0.008s
3520000, 0, -1, 99, 0.108612, -->, 0.114s
980000, 0, 240, 99, 0.006413, -->, 0.008s
3520000, 0, -1, 99, 0.104058, -->, 0.110s
980000, 0, 240, 99, 0.005927, -->, 0.008s
3520000, 0, -1, 99, 0.111760, -->, 0.117s
980000, 0, 240, 99, 0.003144, -->, 0.009s
3520000, 0, -1, 99, 0.104730, -->, 0.109s
 
970000, 0, 240, 98, 0.004084, -->, 0.009s
3470000, 0, -1, 98, 0.108856, -->, 0.111s
970000, 0, 240, 98, 0.006133, -->, 0.009s
3470000, 0, -1, 98, 0.106781, -->, 0.111s
970000, 0, 240, 98, 0.006053, -->, 0.010s
3470000, 0, -1, 98, 0.106195, -->, 0.111s
970000, 0, 240, 98, 0.005509, -->, 0.008s
3470000, 0, -1, 98, 0.111163, -->, 0.115s
970000, 0, 240, 98, 0.004107, -->, 0.009s
3470000, 0, -1, 98, 0.105699, -->, 0.109s
970000, 0, 240, 98, 0.005117, -->, 0.010s
3470000, 0, -1, 98, 0.105496, -->, 0.109s
970000, 0, 240, 98, 0.006294, -->, 0.009s
3470000, 0, -1, 98, 0.106868, -->, 0.111s
970000, 0, 240, 98, 0.005598, -->, 0.008s
3470000, 0, -1, 98, 0.107126, -->, 0.111s
970000, 0, 240, 98, 0.006985, -->, 0.009s
3470000, 0, -1, 98, 0.108782, -->, 0.111s
970000, 0, 240, 98, 0.006227, -->, 0.010s
3470000, 0, -1, 98, 0.106039, -->, 0.109s
 
960000, 0, 240, 97, 0.004434, -->, 0.009s
3420000, 0, -1, 97, 0.104787, -->, 0.107s
960000, 0, 240, 97, 0.004058, -->, 0.008s
3420000, 0, -1, 97, 0.106003, -->, 0.108s
960000, 0, 240, 97, 0.003241, -->, 0.008s
3420000, 0, -1, 97, 0.104998, -->, 0.107s
960000, 0, 240, 97, 0.007189, -->, 0.010s
3420000, 0, -1, 97, 0.111993, -->, 0.114s
960000, 0, 240, 97, 0.004395, -->, 0.009s
3420000, 0, -1, 97, 0.105567, -->, 0.108s
960000, 0, 240, 97, 0.005474, -->, 0.010s
3420000, 0, -1, 97, 0.102185, -->, 0.108s
960000, 0, 240, 97, 0.003680, -->, 0.009s
3420000, 0, -1, 97, 0.104937, -->, 0.110s
960000, 0, 240, 97, 0.006215, -->, 0.008s
3420000, 0, -1, 97, 0.103991, -->, 0.108s
960000, 0, 240, 97, 0.006257, -->, 0.008s
3420000, 0, -1, 97, 0.104129, -->, 0.109s
960000, 0, 240, 97, 0.006259, -->, 0.008s
3420000, 0, -1, 97, 0.100259, -->, 0.104s
 
950000, 0, 240, 96, 0.003319, -->, 0.009s
3360000, 0, -1, 96, 0.107820, -->, 0.110s
