comp, swap, thresh, size, cpu_time, -->, time
7370000, 0, -1, 183, 0.197954, -->, 0.200s
1820000, 0, 240, 183, 0.010805, -->, 0.014s
7370000, 0, -1, 183, 0.191106, -->, 0.195s
1820000, 0, 240, 183, 0.008083, -->, 0.013s
7370000, 0, -1, 183, 0.193191, -->, 0.196s
1820000, 0, 240, 183, 0.010220, -->, 0.013s
7370000, 0, -1, 183, 0.195079, -->, 0.197s
1820000, 0, 240, 183, 0.010652, -->, 0.014s
7370000, 0, -1, 183, 0.195254, -->, 0.201s
1820000, 0, 240, 183, 0.011917, -->, 0.014s
7370000, 0, -1, 183, 0.196527, -->, 0.202s
1820000, 0, 240, 183, 0.011426, -->, 0.014s
7370000, 0, -1, 183, 0.191656, -->, 0.196s
1820000, 0, 240, 183, 0.012223, -->, 0.014s
7370000, 0, -1, 183, 0.200696, -->, 0.203s
1820000, 0, 240, 183, 0.011661, -->, 0.013s
7370000, 0, -1, 183, 0.192671, -->, 0.198s
 
1810000, 0, 240, 182, 0.010131, -->, 0.015s
7330000, 0, -1, 182, 0.192730, -->, 0.195s
1810000, 0, 240, 182, 0.008861, -->, 0.013s
7330000, 0, -1, 182, 0.206059, -->, 0.208s
1810000, 0, 240, 182, 0.008534, -->, 0.013s
7330000, 0, -1, 182, 0.189649, -->, 0.192s
1810000, 0, 240, 182, 0.011703, -->, 0.013s
7330000, 0, -1, 182, 0.200508, -->, 0.205s
1810000, 0, 240, 182, 0.011561, -->, 0.014s
7330000, 0, -1, 182, 0.191890, -->, 0.196s
1810000, 0, 240, 182, 0.008904, -->, 0.013s
7330000, 0, -1, 182, 0.193837, -->, 0.199s
1810000, 0, 240, 182, 0.010755, -->, 0.014s
7330000, 0, -1, 182, 0.191438, -->, 0.195s
1810000, 0, 240, 182, 0.011481, -->, 0.013s
7330000, 0, -1, 182, 0.192662, -->, 0.196s
1810000, 0, 240, 182, 0.009583, -->, 0.014s
7330000, 0, -1, 182, 0.190146, -->, 0.194s
1810000, 0, 240, 182, 0.011664, -->, 0.013s
7330000, 0, -1, 182, 0.192460, -->, 0.198s
 
1800000, 0, 240, 181, 0.012253, -->, 0.015s
7290000, 0, -1, 181, 0.198670, -->, 0.204s
1800000, 0, 240, 181, 0.011546, -->, 0.014s
7290000, 0, -1, 181, 0.192240, -->, 0.196s
1800000, 0, 240, 181, 0.012234, -->, 0.014s
7290000, 0, -1, 181, 0.196475, -->, 0.200s
1800000, 0, 240, 181, 0.011271, -->, 0.013s
7290000, 0, -1, 181, 0.199469, -->, 0.203s
1800000, 0, 240, 181, 0.009188, -->, 0.013s
7290000, 0, -1, 181, 0.194055, -->, 0.198s
1800000, 0, 240, 181, 0.008826, -->, 0.013s
7290000, 0, -1, 181, 0.197827, -->, 0.200s
1800000, 0, 240, 181, 0.011559, -->, 0.013s
7290000, 0, -1, 181, 0.192245, -->, 0.196s
1800000, 0, 240, 181, 0.008899, -->, 0.014s
7290000, 0, -1, 181, 0.197446, -->, 0.199s
1800000, 0, 240, 181, 0.010441, -->, 0.014s
7290000, 0, -1, 181, 0.187321, -->, 0.193s
1800000, 0, 240, 181, 0.008138, -->, 0.013s
7290000, 0, -1, 181, 0.193061, -->, 0.198s
 
1790000, 0, 240, 180, 0.011511, -->, 0.015s
7240000, 0, -1, 180, 0.191093, -->, 0.194s
1790000, 0, 240, 180, 0.009654, -->, 0.013s
7240000, 0, -1, 180, 0.190461, -->, 0.194s
1790000, 0, 240, 180, 0.008127, -->, 0.013s
7240000, 0, -1, 180, 0.189464, -->, 0.194s
1790000, 0, 240, 180, 0.009810, -->, 0.014s
7240000, 0, -1, 180, 0.206848, -->, 0.209s
1790000, 0, 240, 180, 0.008543, -->, 0.013s
7240000, 0, -1, 180, 0.193933, -->, 0.197s
1790000, 0, 240, 180, 0.010931, -->, 0.014s
7240000, 0, -1, 180, 0.187619, -->, 0.193s
1790000, 0, 240, 180, 0.010177, -->, 0.013s
7240000, 0, -1, 180, 0.190978, -->, 0.194s
1790000, 0, 240, 180, 0.010630, -->, 0.013s
7240000, 0, -1, 180, 0.191593, -->, 0.195s
1790000, 0, 240, 180, 0.010419, -->, 0.015s
7240000, 0, -1, 180, 0.194240, -->, 0.198s
1790000, 0, 240, 180, 0.010833, -->, 0.014s
7240000, 0, -1, 180, 0.195588, -->, 0.198s
 
1780000, 0, 240, 179, 0.011205, -->, 0.015s
7200000, 0, -1, 179, 0.190727, -->, 0.194s
1780000, 0, 240, 179, 0.012220, -->, 0.015s
7200000, 0, -1, 179, 0.199861, -->, 0.203s
1780000, 0, 240, 179, 0.009920, -->, 0.013s
7200000, 0, -1, 179, 0.191171, -->, 0.195s
1780000, 0, 240, 179, 0.011456, -->, 0.013s
7200000, 0, -1, 179, 0.188312, -->, 0.192s
1780000, 0, 240, 179, 0.008902, -->, 0.013s
7200000, 0, -1, 179, 0.190445, -->, 0.195s
1780000, 0, 240, 179, 0.009472, -->, 0.013s
7200000, 0, -1, 179, 0.190576, -->, 0.195s
1780000, 0, 240, 179, 0.009584, -->, 0.014s
7200000, 0, -1, 179, 0.190028, -->, 0.193s
1780000, 0, 240, 179, 0.011551, -->, 0.013s
7200000, 0, -1, 179, 0.200407, -->, 0.203s
1780000, 0, 240, 179, 0.010047, -->, 0.013s
7200000, 0, -1, 179, 0.195356, -->, 0.199s
1780000, 0, 240, 179, 0.009593, -->, 0.013s
7200000, 0, -1, 179, 0.189813, -->, 0.194s
 
1770000, 0, 240, 178, 0.010712, -->, 0.014s
7150000, 0, -1, 178, 0.190808, -->, 0.195s
1770000, 0, 240, 178, 0.008885, -->, 0.013s
7150000, 0, -1, 178, 0.185917, -->, 0.191s
1770000, 0, 240, 178, 0.008833, -->, 0.013s
7150000, 0, -1, 178, 0.190000, -->, 0.193s
1770000, 0, 240, 178, 0.010475, -->, 0.014s
7150000, 0, -1, 178, 0.190155, -->, 0.192s
1770000, 0, 240, 178, 0.010648, -->, 0.014s
7150000, 0, -1, 178, 0.191711, -->, 0.194s
1770000, 0, 240, 178, 0.011358, -->, 0.013s
7150000, 0, -1, 178, 0.188251, -->, 0.192s
1770000, 0, 240, 178, 0.010297, -->, 0.013s
7150000, 0, -1, 178, 0.187604, -->, 0.192s
1770000, 0, 240, 178, 0.011204, -->, 0.013s
7150000, 0, -1, 178, 0.192385, -->, 0.197s
1770000, 0, 240, 178, 0.008844, -->, 0.013s
7150000, 0, -1, 178, 0.186335, -->, 0.190s
1770000, 0, 240, 178, 0.010529, -->, 0.013s
7150000, 0, -1, 178, 0.187234, -->, 0.190s
 
1760000, 0, 240, 177, 0.013193, -->, 0.015s
7100000, 0, -1, 177, 0.188075, -->, 0.193s
1760000, 0, 240, 177, 0.011002, -->, 0.014s
7100000, 0, -1, 177, 0.192091, -->, 0.197s
1760000, 0, 240, 177, 0.009480, -->, 0.013s
7100000, 0, -1, 177, 0.190988, -->, 0.196s
1760000, 0, 240, 177, 0.008744, -->, 0.013s
7100000, 0, -1, 177, 0.186487, -->, 0.190s
1760000, 0, 240, 177, 0.009435, -->, 0.013s
7100000, 0, -1, 177, 0.186738, -->, 0.191s
1760000, 0, 240, 177, 0.008536, -->, 0.014s
7100000, 0, -1, 177, 0.192899, -->, 0.198s
1760000, 0, 240, 177, 0.009519, -->, 0.014s
7100000, 0, -1, 177, 0.185879, -->, 0.190s
1760000, 0, 240, 177, 0.008428, -->, 0.013s
7100000, 0, -1, 177, 0.190052, -->, 0.192s
1760000, 0, 240, 177, 0.011524, -->, 0.013s
7100000, 0, -1, 177, 0.188634, -->, 0.193s
1760000, 0, 240, 177, 0.011380, -->, 0.013s
7100000, 0, -1, 177, 0.184814, -->, 0.189s
 
1750000, 0, 240, 176, 0.008558, -->, 0.013s
7040000, 0, -1, 176, 0.192836, -->, 0.198s
1750000, 0, 240, 176, 0.009567, -->, 0.013s
7040000, 0, -1, 176, 0.186797, -->, 0.191s
1750000, 0, 240, 176, 0.011698, -->, 0.013s
7040000, 0, -1, 176, 0.188298, -->, 0.193s
1750000, 0, 240, 176, 0.010476, -->, 0.014s
7040000, 0, -1, 176, 0.185938, -->, 0.190s
1750000, 0, 240, 176, 0.007404, -->, 0.013s
7040000, 0, -1, 176, 0.189204, -->, 0.195s
1750000, 0, 240, 176, 0.008559, -->, 0.013s
7040000, 0, -1, 176, 0.193950, -->, 0.196s
1750000, 0, 240, 176, 0.008044, -->, 0.013s
7040000, 0, -1, 176, 0.192238, -->, 0.195s
1750000, 0, 240, 176, 0.011842, -->, 0.014s
7040000, 0, -1, 176, 0.188627, -->, 0.193s
1750000, 0, 240, 176, 0.009857, -->, 0.013s
7040000, 0, -1, 176, 0.187549, -->, 0.192s
1750000, 0, 240, 176, 0.008092, -->, 0.013s
7040000, 0, -1, 176, 0.185909, -->, 0.188s
 
1740000, 0, 240, 175, 0.011407, -->, 0.013s
7010000, 0, -1, 175, 0.191753, -->, 0.193s
1740000, 0, 240, 175, 0.009539, -->, 0.013s
7010000, 0, -1, 175, 0.186565, -->, 0.190s
1740000, 0, 240, 175, 0.012557, -->, 0.014s
7010000, 0, -1, 175, 0.188600, -->, 0.192s
1740000, 0, 240, 175, 0.011756, -->, 0.014s
7010000, 0, -1, 175, 0.183664, -->, 0.189s
1740000, 0, 240, 175, 0.009062, -->, 0.013s
7010000, 0, -1, 175, 0.185973, -->, 0.189s
1740000, 0, 240, 175, 0.009351, -->, 0.013s
7010000, 0, -1, 175, 0.186413, -->, 0.190s
1740000, 0, 240, 175, 0.009196, -->, 0.013s
7010000, 0, -1, 175, 0.186294, -->, 0.189s
1740000, 0, 240, 175, 0.011058, -->, 0.015s
7010000, 0, -1, 175, 0.190087, -->, 0.193s
1740000, 0, 240, 175, 0.007452, -->, 0.013s
7010000, 0, -1, 175, 0.184723, -->, 0.190s
1740000, 0, 240, 175, 0.008916, -->, 0.013s
7010000, 0, -1, 175, 0.185965, -->, 0.188s
 
1730000, 0, 240, 174, 0.009400, -->, 0.013s
6970000, 0, -1, 174, 0.193339, -->, 0.197s
1730000, 0, 240, 174, 0.008472, -->, 0.013s
6970000, 0, -1, 174, 0.185882, -->, 0.189s
1730000, 0, 240, 174, 0.011361, -->, 0.013s
6970000, 0, -1, 174, 0.184537, -->, 0.186s
1730000, 0, 240, 174, 0.009247, -->, 0.013s
6970000, 0, -1, 174, 0.190812, -->, 0.193s
1730000, 0, 240, 174, 0.008459, -->, 0.013s
6970000, 0, -1, 174, 0.185612, -->, 0.190s
1730000, 0, 240, 174, 0.009430, -->, 0.013s
6970000, 0, -1, 174, 0.182745, -->, 0.187s
1730000, 0, 240, 174, 0.008331, -->, 0.013s
6970000, 0, -1, 174, 0.185740, -->, 0.188s
1730000, 0, 240, 174, 0.010339, -->, 0.013s
6970000, 0, -1, 174, 0.187116, -->, 0.190s
1730000, 0, 240, 174, 0.009613, -->, 0.013s
6970000, 0, -1, 174, 0.183054, -->, 0.188s
1730000, 0, 240, 174, 0.008401, -->, 0.013s
6970000, 0, -1, 174, 0.189494, -->, 0.193s
 
1720000, 0, 240, 173, 0.009865, -->, 0.015s
6930000, 0, -1, 173, 0.180914, -->, 0.185s
1720000, 0, 240, 173, 0.010371, -->, 0.014s
6930000, 0, -1, 173, 0.182702, -->, 0.186s
1720000, 0, 240, 173, 0.009076, -->, 0.013s
6930000, 0, -1, 173, 0.186707, -->, 0.191s
1720000, 0, 240, 173, 0.010201, -->, 0.013s
6930000, 0, -1, 173, 0.180108, -->, 0.183s
1720000, 0, 240, 173, 0.008432, -->, 0.013s
6930000, 0, -1, 173, 0.181540, -->, 0.186s
1720000, 0, 240, 173, 0.009563, -->, 0.013s
6930000, 0, -1, 173, 0.182740, -->, 0.187s
1720000, 0, 240, 173, 0.008925, -->, 0.013s
6930000, 0, -1, 173, 0.190143, -->, 0.196s
1720000, 0, 240, 173, 0.009358, -->, 0.013s
6930000, 0, -1, 173, 0.186801, -->, 0.189s
1720000, 0, 240, 173, 0.011425, -->, 0.014s
6930000, 0, -1, 173, 0.183584, -->, 0.189s
1720000, 0, 240, 173, 0.007845, -->, 0.013s
6930000, 0, -1, 173, 0.185319, -->, 0.190s
 
1710000, 0, 240, 172, 0.010628, -->, 0.014s
6880000, 0, -1, 172, 0.185190, -->, 0.190s
1710000, 0, 240, 172, 0.009656, -->, 0.013s
6880000, 0, -1, 172, 0.183221, -->, 0.187s
1710000, 0, 240, 172, 0.009646, -->, 0.013s
6880000, 0, -1, 172, 0.182523, -->, 0.187s
1710000, 0, 240, 172, 0.011013, -->, 0.013s
6880000, 0, -1, 172, 0.180222, -->, 0.184s
1710000, 0, 240, 172, 0.010086, -->, 0.013s
6880000, 0, -1, 172, 0.183495, -->, 0.188s
1710000, 0, 240, 172, 0.009039, -->, 0.013s
6880000, 0, -1, 172, 0.185670, -->, 0.188s
1710000, 0, 240, 172, 0.011142, -->, 0.013s
6880000, 0, -1, 172, 0.184269, -->, 0.187s
1710000, 0, 240, 172, 0.009174, -->, 0.013s
6880000, 0, -1, 172, 0.182555, -->, 0.186s
1710000, 0, 240, 172, 0.009750, -->, 0.013s
6880000, 0, -1, 172, 0.190854, -->, 0.195s
1710000, 0, 240, 172, 0.009836, -->, 0.015s
6880000, 0, -1, 172, 0.185380, -->, 0.189s
 
1700000, 0, 240, 171, 0.008352, -->, 0.013s
6840000, 0, -1, 171, 0.180782, -->, 0.186s
1700000, 0, 240, 171, 0.009528, -->, 0.013s
6840000, 0, -1, 171, 0.179233, -->, 0.185s
1700000, 0, 240, 171, 0.007575, -->, 0.013s
6840000, 0, -1, 171, 0.185199, -->, 0.187s
1700000, 0, 240, 171, 0.009550, -->, 0.013s
6840000, 0, -1, 171, 0.186810, -->, 0.188s
1700000, 0, 240, 171, 0.011590, -->, 0.014s
6840000, 0, -1, 171, 0.188435, -->, 0.193s
1700000, 0, 240, 171, 0.010716, -->, 0.013s
6840000, 0, -1, 171, 0.184379, -->, 0.190s
1700000, 0, 240, 171, 0.011440, -->, 0.013s
6840000, 0, -1, 171, 0.180753, -->, 0.185s
1700000, 0, 240, 171, 0.011082, -->, 0.013s
6840000, 0, -1, 171, 0.188554, -->, 0.193s
1700000, 0, 240, 171, 0.009825, -->, 0.013s
6840000, 0, -1, 171, 0.187097, -->, 0.191s
1700000, 0, 240, 171, 0.007470, -->, 0.013s
6840000, 0, -1, 171, 0.184768, -->, 0.189s
 
1690000, 0, 240, 170, 0.011217, -->, 0.013s
6790000, 0, -1, 170, 0.183640, -->, 0.186s
1690000, 0, 240, 170, 0.009902, -->, 0.013s
6790000, 0, -1, 170, 0.179422, -->, 0.183s
1690000, 0, 240, 170, 0.007505, -->, 0.013s
6790000, 0, -1, 170, 0.181165, -->, 0.183s
1690000, 0, 240, 170, 0.008413, -->, 0.013s
6790000, 0, -1, 170, 0.178027, -->, 0.183s
1690000, 0, 240, 170, 0.011119, -->, 0.013s
6790000, 0, -1, 170, 0.176561, -->, 0.182s
1690000, 0, 240, 170, 0.007735, -->, 0.013s
6790000, 0, -1, 170, 0.181562, -->, 0.185s
1690000, 0, 240, 170, 0.010766, -->, 0.013s
6790000, 0, -1, 170, 0.183478, -->, 0.187s
1690000, 0, 240, 170, 0.008478, -->, 0.013s
6790000, 0, -1, 170, 0.177957, -->, 0.183s
1690000, 0, 240, 170, 0.007565, -->, 0.013s
6790000, 0, -1, 170, 0.177192, -->, 0.182s
1690000, 0, 240, 170, 0.009116, -->, 0.013s
6790000, 0, -1, 170, 0.178868, -->, 0.183s
 
1680000, 0, 240, 169, 0.012649, -->, 0.014s
6740000, 0, -1, 169, 0.184084, -->, 0.189s
1680000, 0, 240, 169, 0.008862, -->, 0.013s
6740000, 0, -1, 169, 0.178181, -->, 0.182s
1680000, 0, 240, 169, 0.009441, -->, 0.013s
6740000, 0, -1, 169, 0.182927, -->, 0.186s
1680000, 0, 240, 169, 0.009551, -->, 0.012s
6740000, 0, -1, 169, 0.175684, -->, 0.181s
1680000, 0, 240, 169, 0.011000, -->, 0.013s
6740000, 0, -1, 169, 0.180688, -->, 0.184s
1680000, 0, 240, 169, 0.008478, -->, 0.013s
6740000, 0, -1, 169, 0.178203, -->, 0.182s
1680000, 0, 240, 169, 0.010576, -->, 0.013s
6740000, 0, -1, 169, 0.180432, -->, 0.182s
1680000, 0, 240, 169, 0.011023, -->, 0.013s
6740000, 0, -1, 169, 0.180399, -->, 0.182s
1680000, 0, 240, 169, 0.009096, -->, 0.013s
6740000, 0, -1, 169, 0.178532, -->, 0.183s
1680000, 0, 240, 169, 0.009347, -->, 0.013s
6740000, 0, -1, 169, 0.182762, -->, 0.185s
 
1670000, 0, 240, 168, 0.009833, -->, 0.013s
6680000, 0, -1, 168, 0.182557, -->, 0.185s
1670000, 0, 240, 168, 0.010427, -->, 0.013s
6680000, 0, -1, 168, 0.180292, -->, 0.183s
1670000, 0, 240, 168, 0.009292, -->, 0.013s
6680000, 0, -1, 168, 0.182046, -->, 0.184s
1670000, 0, 240, 168, 0.010085, -->, 0.013s
6680000, 0, -1, 168, 0.175550, -->, 0.180s
1670000, 0, 240, 168, 0.010211, -->, 0.013s
6680000, 0, -1, 168, 0.183222, -->, 0.185s
1670000, 0, 240, 168, 0.007756, -->, 0.013s
6680000, 0, -1, 168, 0.176452, -->, 0.181s
1670000, 0, 240, 168, 0.010221, -->, 0.013s
6680000, 0, -1, 168, 0.179980, -->, 0.182s
1670000, 0, 240, 168, 0.008278, -->, 0.013s
6680000, 0, -1, 168, 0.177990, -->, 0.182s
1670000, 0, 240, 168, 0.009809, -->, 0.013s
6680000, 0, -1, 168, 0.176056, -->, 0.181s
1670000, 0, 240, 168, 0.009162, -->, 0.013s
6680000, 0, -1, 168, 0.178807, -->, 0.181s
 
1660000, 0, 240, 167, 0.009778, -->, 0.013s
6640000, 0, -1, 167, 0.177299, -->, 0.182s
1660000, 0, 240, 167, 0.010499, -->, 0.014s
6640000, 0, -1, 167, 0.179383, -->, 0.184s
1660000, 0, 240, 167, 0.009727, -->, 0.013s
6640000, 0, -1, 167, 0.175525, -->, 0.178s
1660000, 0, 240, 167, 0.009411, -->, 0.013s
6640000, 0, -1, 167, 0.178936, -->, 0.182s
1660000, 0, 240, 167, 0.009426, -->, 0.013s
6640000, 0, -1, 167, 0.175070, -->, 0.180s
1660000, 0, 240, 167, 0.008205, -->, 0.013s
6640000, 0, -1, 167, 0.177750, -->, 0.181s
1660000, 0, 240, 167, 0.008745, -->, 0.013s
6640000, 0, -1, 167, 0.186602, -->, 0.190s
1660000, 0, 240, 167, 0.012161, -->, 0.014s
6640000, 0, -1, 167, 0.180397, -->, 0.186s
1660000, 0, 240, 167, 0.010806, -->, 0.013s
6640000, 0, -1, 167, 0.179570, -->, 0.184s
1660000, 0, 240, 167, 0.009346, -->, 0.013s
6640000, 0, -1, 167, 0.179031, -->, 0.184s
 
1650000, 0, 240, 166, 0.009324, -->, 0.013s
6590000, 0, -1, 166, 0.181507, -->, 0.184s
1650000, 0, 240, 166, 0.007775, -->, 0.013s
6590000, 0, -1, 166, 0.177246, -->, 0.181s
1650000, 0, 240, 166, 0.011758, -->, 0.014s
6590000, 0, -1, 166, 0.176060, -->, 0.180s
1650000, 0, 240, 166, 0.010720, -->, 0.013s
6590000, 0, -1, 166, 0.184067, -->, 0.186s
1650000, 0, 240, 166, 0.008460, -->, 0.012s
6590000, 0, -1, 166, 0.174505, -->, 0.178s
1650000, 0, 240, 166, 0.011322, -->, 0.014s
6590000, 0, -1, 166, 0.171702, -->, 0.177s
1650000, 0, 240, 166, 0.009171, -->, 0.013s
6590000, 0, -1, 166, 0.179053, -->, 0.182s
1650000, 0, 240, 166, 0.010273, -->, 0.013s
6590000, 0, -1, 166, 0.176003, -->, 0.180s
1650000, 0, 240, 166, 0.011187, -->, 0.013s
6590000, 0, -1, 166, 0.184807, -->, 0.188s
1650000, 0, 240, 166, 0.011179, -->, 0.014s
6590000, 0, -1, 166, 0.175553, -->, 0.178s
 
1640000, 0, 240, 165, 0.008176, -->, 0.013s
6540000, 0, -1, 165, 0.181124, -->, 0.183s
1640000, 0, 240, 165, 0.011883, -->, 0.014s
6540000, 0, -1, 165, 0.172134, -->, 0.178s
1640000, 0, 240, 165, 0.008357, -->, 0.013s
6540000, 0, -1, 165, 0.174164, -->, 0.177s
1640000, 0, 240, 165, 0.010821, -->, 0.013s
6540000, 0, -1, 165, 0.172803, -->, 0.177s
1640000, 0, 240, 165, 0.010015, -->, 0.012s
6540000, 0, -1, 165, 0.176190, -->, 0.178s
1640000, 0, 240, 165, 0.010294, -->, 0.012s
6540000, 0, -1, 165, 0.172301, -->, 0.176s
1640000, 0, 240, 165, 0.009714, -->, 0.013s
6540000, 0, -1, 165, 0.174975, -->, 0.179s
1640000, 0, 240, 165, 0.010546, -->, 0.012s
6540000, 0, -1, 165, 0.180359, -->, 0.184s
1640000, 0, 240, 165, 0.009687, -->, 0.014s
6540000, 0, -1, 165, 0.174393, -->, 0.179s
1640000, 0, 240, 165, 0.008458, -->, 0.013s
6540000, 0, -1, 165, 0.177419, -->, 0.181s
 
1630000, 0, 240, 164, 0.010818, -->, 0.014s
6480000, 0, -1, 164, 0.178183, -->, 0.183s
1630000, 0, 240, 164, 0.011039, -->, 0.013s
6480000, 0, -1, 164, 0.175727, -->, 0.179s
1630000, 0, 240, 164, 0.009724, -->, 0.012s
6480000, 0, -1, 164, 0.179472, -->, 0.184s
1630000, 0, 240, 164, 0.010217, -->, 0.013s
6480000, 0, -1, 164, 0.171599, -->, 0.175s
1630000, 0, 240, 164, 0.009261, -->, 0.013s
6480000, 0, -1, 164, 0.171170, -->, 0.176s
1630000, 0, 240, 164, 0.007551, -->, 0.012s
6480000, 0, -1, 164, 0.173465, -->, 0.178s
1630000, 0, 240, 164, 0.009751, -->, 0.014s
6480000, 0, -1, 164, 0.178259, -->, 0.182s
1630000, 0, 240, 164, 0.009036, -->, 0.012s
6480000, 0, -1, 164, 0.171322, -->, 0.177s
1630000, 0, 240, 164, 0.007303, -->, 0.012s
6480000, 0, -1, 164, 0.173103, -->, 0.178s
1630000, 0, 240, 164, 0.011200, -->, 0.013s
6480000, 0, -1, 164, 0.176178, -->, 0.178s
 
1620000, 0, 240, 163, 0.011681, -->, 0.013s
6430000, 0, -1, 163, 0.171968, -->, 0.177s
1620000, 0, 240, 163, 0.009295, -->, 0.012s
6430000, 0, -1, 163, 0.174993, -->, 0.178s
1620000, 0, 240, 163, 0.010723, -->, 0.012s
6430000, 0, -1, 163, 0.172721, -->, 0.177s
1620000, 0, 240, 163, 0.010322, -->, 0.012s
6430000, 0, -1, 163, 0.172343, -->, 0.177s
1620000, 0, 240, 163, 0.009009, -->, 0.013s
6430000, 0, -1, 163, 0.169961, -->, 0.175s
1620000, 0, 240, 163, 0.007908, -->, 0.012s
6430000, 0, -1, 163, 0.174291, -->, 0.178s
1620000, 0, 240, 163, 0.011315, -->, 0.014s
6430000, 0, -1, 163, 0.174984, -->, 0.177s
1620000, 0, 240, 163, 0.008621, -->, 0.012s
6430000, 0, -1, 163, 0.174448, -->, 0.176s
1620000, 0, 240, 163, 0.007040, -->, 0.012s
6430000, 0, -1, 163, 0.208931, -->, 0.211s
1620000, 0, 240, 163, 0.009936, -->, 0.016s
6430000, 0, -1, 163, 0.287960, -->, 0.296s
 
1610000, 0, 240, 162, 0.010695, -->, 0.016s
6370000, 0, -1, 162, 0.203380, -->, 0.207s
1610000, 0, 240, 162, 0.009093, -->, 0.014s
6370000, 0, -1, 162, 0.204749, -->, 0.210s
1610000, 0, 240, 162, 0.010979, -->, 0.015s
6370000, 0, -1, 162, 0.190756, -->, 0.193s
1610000, 0, 240, 162, 0.008425, -->, 0.013s
6370000, 0, -1, 162, 0.177621, -->, 0.183s
1610000, 0, 240, 162, 0.008536, -->, 0.012s
6370000, 0, -1, 162, 0.174500, -->, 0.179s
1610000, 0, 240, 162, 0.007314, -->, 0.012s
6370000, 0, -1, 162, 0.173187, -->, 0.175s
1610000, 0, 240, 162, 0.007768, -->, 0.013s
6370000, 0, -1, 162, 0.177502, -->, 0.181s
1610000, 0, 240, 162, 0.012081, -->, 0.014s
6370000, 0, -1, 162, 0.188425, -->, 0.194s
1610000, 0, 240, 162, 0.009816, -->, 0.012s
6370000, 0, -1, 162, 0.171956, -->, 0.175s
1610000, 0, 240, 162, 0.008382, -->, 0.012s
6370000, 0, -1, 162, 0.174499, -->, 0.177s
 
1600000, 0, 240, 161, 0.010427, -->, 0.014s
6310000, 0, -1, 161, 0.173455, -->, 0.177s
1600000, 0, 240, 161, 0.009282, -->, 0.013s
6310000, 0, -1, 161, 0.174321, -->, 0.179s
1600000, 0, 240, 161, 0.010312, -->, 0.012s
6310000, 0, -1, 161, 0.188050, -->, 0.190s
1600000, 0, 240, 161, 0.010976, -->, 0.012s
6310000, 0, -1, 161, 0.172723, -->, 0.176s
1600000, 0, 240, 161, 0.010641, -->, 0.012s
6310000, 0, -1, 161, 0.169062, -->, 0.173s
1600000, 0, 240, 161, 0.008552, -->, 0.014s
6310000, 0, -1, 161, 0.169364, -->, 0.174s
1600000, 0, 240, 161, 0.008823, -->, 0.012s
6310000, 0, -1, 161, 0.170667, -->, 0.174s
1600000, 0, 240, 161, 0.007419, -->, 0.012s
6310000, 0, -1, 161, 0.173434, -->, 0.175s
1600000, 0, 240, 161, 0.007498, -->, 0.013s
6310000, 0, -1, 161, 0.176963, -->, 0.180s
1600000, 0, 240, 161, 0.011251, -->, 0.013s
6310000, 0, -1, 161, 0.169046, -->, 0.173s
 
1590000, 0, 240, 160, 0.008001, -->, 0.013s
6240000, 0, -1, 160, 0.173413, -->, 0.178s
1590000, 0, 240, 160, 0.009528, -->, 0.012s
6240000, 0, -1, 160, 0.167876, -->, 0.173s
1590000, 0, 240, 160, 0.008236, -->, 0.013s
6240000, 0, -1, 160, 0.169442, -->, 0.172s
1590000, 0, 240, 160, 0.008190, -->, 0.012s
6240000, 0, -1, 160, 0.170223, -->, 0.173s
1590000, 0, 240, 160, 0.008000, -->, 0.012s
6240000, 0, -1, 160, 0.170180, -->, 0.172s
1590000, 0, 240, 160, 0.008247, -->, 0.012s
6240000, 0, -1, 160, 0.170028, -->, 0.175s
1590000, 0, 240, 160, 0.010021, -->, 0.012s
6240000, 0, -1, 160, 0.171508, -->, 0.175s
1590000, 0, 240, 160, 0.006998, -->, 0.012s
6240000, 0, -1, 160, 0.173247, -->, 0.175s
1590000, 0, 240, 160, 0.009989, -->, 0.012s
6240000, 0, -1, 160, 0.168339, -->, 0.171s
1590000, 0, 240, 160, 0.007686, -->, 0.012s
6240000, 0, -1, 160, 0.169705, -->, 0.173s
 
1580000, 0, 240, 159, 0.009853, -->, 0.013s
6210000, 0, -1, 159, 0.170800, -->, 0.175s
1580000, 0, 240, 159, 0.008070, -->, 0.012s
6210000, 0, -1, 159, 0.170297, -->, 0.174s
1580000, 0, 240, 159, 0.008749, -->, 0.012s
6210000, 0, -1, 159, 0.167140, -->, 0.170s
1580000, 0, 240, 159, 0.008436, -->, 0.013s
6210000, 0, -1, 159, 0.166297, -->, 0.170s
1580000, 0, 240, 159, 0.010413, -->, 0.013s
6210000, 0, -1, 159, 0.170824, -->, 0.173s
1580000, 0, 240, 159, 0.008454, -->, 0.012s
6210000, 0, -1, 159, 0.170377, -->, 0.175s
1580000, 0, 240, 159, 0.009241, -->, 0.013s
6210000, 0, -1, 159, 0.170335, -->, 0.173s
1580000, 0, 240, 159, 0.007839, -->, 0.012s
6210000, 0, -1, 159, 0.166148, -->, 0.171s
1580000, 0, 240, 159, 0.009072, -->, 0.013s
6210000, 0, -1, 159, 0.165783, -->, 0.171s
1580000, 0, 240, 159, 0.007361, -->, 0.012s
6210000, 0, -1, 159, 0.169716, -->, 0.174s
 
